Redente,Zamperlini,ZAEREE48R21P486C,Gemona del friuli,Via Della cartiera 5
Martino,Cleopazzo,CLOMAO33M37W090A,Tavagnacco,Via C. battisti 10
Pelio,Amore,AMOPEL79E13I948I,Martignacco,Via Tiberio deciani 67
Ildegondo,Brattelli,BRAILE35A01K415I,Reana del rojale,Via Celio nanino 83
Foresto,Jamali,JAAFOT44M32W944K,Pordenone,Via Comugne 10
Ruben,Mungai,MUIRUU15K37N940W,Polcenigo,Via Mena 17
Pietruccio,Speranza,SPRPIO45B16E018B,Fontanafredda,Via Brugnera 12
Fenicio,Mendoza,MEZFEI86J36G267M,Palazzolo dello stella,Via Borgo s. lorenzo 3
Ferledo,Murano,MURFEE56S14C587A,Latisana,Via Rodolfo rossetti 0
Romedio,Abazi,ABAROO35K26G361Z,Fanna,Via Roma 9
Ottocaro,Dell'angelo custode,DEEOTO59Z04W644S,Fontanafredda,Via G. marconi 36
Dalmiro,Laforgia,LAADAL88X13T723F,Spilimbergo,Via Bearzi 4
Annito,Carucci,CARANO81U14A637T,San giovanni al natisone,Via L. da vinci 15
Armirio,Raimo,RAIARM53L14S692K,Tavagnacco,Via Udine 39
Ninuzzo,Liquori,LIRNIO18W15B874O,Tavagnacco,Via C. battisti 47
Florideo,Patruno,PARFLO14K22F820P,Latisana,Via Sottopovolo 0
Salvatore,Balusca,BASSAV04F05D318B,Sequals,Via Risorgimento 999
Laudicino,Causio,CAALAC39U11H884Y,San giorgio di nogaro,Via Martiri della libertã€ 17
Otello,Katan,KAAOTL41X25H247Q,San giovanni al natisone,Via Della fraterna 12
Mario,De austria,DEAMAO89Z33Y668B,Cervignano del friuli,Via Pietro sarcinelli 105
Rodano,El motassime,ELSROD25T11E349G,Moruzzo,Via Aita 14
Ferramondo,Xia,XIAFEM27F32Z305S,Remanzacco,Via Cercenal 10
Remondino,Migliaccio,MIOREO26V22P255N,Sgonico,Frazione Sales/saleå½ 115
Liano,Ramzan,RAMLIO60D38G198J,Buja,Via Santo stefano 151
Arcisio,Sellathurai,SEAARI04J38T817U,Pinzano al tagliamento,Via Xx settembre 125
Remedio,Villani,VILRED55H24H521K,Gemona del friuli,Via Julium carnicum 7
Ezechiele,Castagnaro,CANEZC95Q37O377W,San giovanni al natisone,Via Palmarina 25
Giombattista,Rosati,ROSGIM28G33Q501G,Polcenigo,Strada Maso 12
Eleonoro,Pasimeni,PAIELR70L26S595E,Porcia,Via Gozzi g. 8
Marchino,De notariis,DENMAI74Q01A240Z,Lignano sabbiadoro,Via Garibaldi 156
Bernardo,Trofo,TRFBEE13O03W838W,Montereale valcellina,Via A.volta 5
Landino,La barbera,LABLAA70N26B033F,Marano lagunare,Via Dello scirocco 13
Filino,Chiriac,CHRFIN28E06D111P,San giovanni al natisone,Piazzale M. o. f. magnani 8
Frazino,Querini,QURFRA22X32G377C,Pozzuolo del friuli,Via Trieste 27
Sito,Fasci,FACSIT48N35M734J,Tramonti di sotto,Via Della chiesa 6
Remigildo,Renna,RENREI85Y01W853A,Polcenigo,Via Pedemontana 9
Dismo,La marca,LAADII24Q19T887E,Pavia di udine,Via Della liberta' 13
Fiorinto,Carucci,CAIFII55F36D125K,Buja,Via Arba 27
Fidalmo,Ingrossi,INSFII40R18F908W,Aquileia,Vicolo Vincenzo ioppi 11
Ilio,Scordari,SCRILO57J32A127R,Ragogna,Via Ca' buttazzoni 2
Benigno,Marando,MADBEI03R34V551Q,Travesio,Via Nazario sauro 3
Armido,Bottalla,BOAARM39Y06Z628R,Lignano sabbiadoro,Viale Venezia 68
Cassiano,Amabile,AMBCAA96U31H567C,Buja,Via Madonna 49
Gemello,Petre,PERGEO99T15L532W,Latisana,Via Del marinaio 0
Clodomiro,Lo basso,LOSCLL12P37U904S,San daniele del friuli,Via Trento trieste 34
Germinale,Mega,MEGGEL33A05E475F,Artegna,Via Vicenza 14
Ansperto,Chandrarajah,CHAANT04R28F275A,Cividale del friuli,Via Piave 30
Azio,Arnesano,ARAAZI50M21W246N,Polcenigo,Via Mezzomonte 4
Fertile,Antinozzi,ANOFEI64P28F047E,Pasian di prato,Via Pasiano 52
Ricciero,Akhanda,AKDRII64Z17C115L,Lignano sabbiadoro,Via Arco del grecale 33
Olvrado,Santoiemma,SANOLA94I20R787L,Pasiano di pordenone,Via Mantova 21
Consolo,Di lecce,DIECOO08M39E693R,Pozzuolo del friuli,Via Viuzza 4
Riodante,Migliore,MIGRID64S31J623J,Sesto al reghena,Via Borgo di sotto 75
Fedele,Licignano,LIGFEE09C31G355U,Aquileia,Vicolo Ara 4
Eutropio,Borrata,BOREUI63U18T905H,Azzano decimo,Via Piave 52
Porzio,Trevisi,TRVPOR70J18Z421W,Muggia,Via Signolo 4
Acquisto,Nattandige,NADACQ43C20O132V,Latisana,Via Dell' anguilla 0
Imperiale,Ruggiero,RUOIMP00J22V393Z,Remanzacco,Via Cercenal 23
Ermenio,D'ignazio,D AERM16A10Q146O,San giorgio di nogaro,Via Marittima 57
Piermarco,Brahimllari,BRAPIA42N00L960K,Cordovado,Via Btg. gemona 104
Erminio,Paolicelli,PALERR86A09Z896Y,San giorgio di nogaro,Via Ipolito nievo 14
Ermengardo,Bezzi,BEZERD04W34V301S,Lignano sabbiadoro,Via Arco della ginestra 32
Oberdano,Potente,PONOBE64H02T714N,San daniele del friuli,Via G.narducci 6
Greco,Ganeshan,GAAGRC49R05S794M,Aviano,Via Santa barbara 33
Idalmo,Cozzolino,CONIDM01J12C981P,San giorgio della richinvelda,Via Arciano 4
Remolo,Fuggiano,FUNREM91S05Y815T,Farra d'isonzo,Via Dei pini 20
Flaminio,Lopane,LOEFLA90U24M758G,Gonars,Via V. veneto 159
Modestino,Bacalu,BAAMOI17H38Y335R,Muggia,Via Di s. barbara 3
Aurino,De santis,DESAUI55A25X250W,Porcia,Via Gabelli a. 16
Donizio,Santaloia,SAODOO04U19Y317X,Roveredo in piano,Via G. mazzini 20
Febrino,Menna,MENFEB15V14I311C,Azzano decimo,Via Fiumicino - fraz. tiezzo 6
Medoro,Piano,PINMEO57X20Y666D,Fontanafredda,Via Duca d'aosta 73
Orvino,Sterpone,STTORR64F20I723N,Palmanova,Contrada Foscarini 5
Cristanziano,Pagnussat,PATCRN92P17P542F,Duino-aurisina,Frazione Aurisina stazione 20
Sileno,Cacchione,CAOSIO45I04U933Z,Erto e casso,Via Roma 108
Rigo,Plantera,PLRRII93C14I138S,Pasiano di pordenone,Via Pontal 3
Davinio,Zanatta,ZATDAI09F07Y114Q,Aviano,Via Gildo grandi 7
Ricardo,Cirillo farrusi,CIURIR79D37V108K,San giorgio della richinvelda,Via Ferruccio obberoffer 20
Azeglio,Mingolla,MINAZI57Q25X634D,Chions,Via Italia 9
Smeraldo,Roshaj,ROASMR71E09J435N,Tavagnacco,Via G. carducci 4
Canzio,Suraj,SUUCAI34A27W539M,Muggia,Via Di monte s. giovanni 14
Michelangiolo,Chiarello,CHRMIN98D39G373A,Pordenone,Via G. tiepolo 11
Gidio,Gusella,GUSGII14R14C233Y,Buja,Via Cjagjalã’t 18
Alterio,Gallo,GAOALT27H26M159J,Reana del rojale,Via Mons. cattarossi 8
Everaldo,Restante,REAEVA27V11H986Q,Cividale del friuli,Via Carlo alberto 11
Riccieri,Eremita,ERARII17Y01H395Q,San daniele del friuli,Via Di mezzo 4
Olmo,Callegari,CAIOLM01K27Q771X,Gonars,Via Gorizia 113
Miraldo,Moraru,MOOMII44O04M609D,Azzano decimo,Via Pradat candie 48
Palmierino,Salvadori,SAAPAL21G38P603B,Remanzacco,Via Malignani arturo 6
Ostillo,D'ercole,D EOSO19B00H262Y,Spilimbergo,Corte Europa 12
Giancarlo,Pindinelli,PIIGIA26J33T277F,Maniago,Via Barcis 3
Mauriziano,Beli,BEIMAO51G37J981J,Gonars,Via V. veneto 159
Prudente,Musciacchio,MUCPRU67C39Q871J,Tricesimo,Via Monte maggiore 8
Fois,Mihaylova,MIIFOO09Z39I108J,Malborghetto valbruna,Via Saisera 21
Gorizio,Montauti,MOUGOO15E31O077T,Pontebba,Via Deposito 21
Oseo,Pacheco payano,PAOOSE94P39W933X,Martignacco,Via Spilimbergo 139
Filindo,Bellini,BEIFII03O26O636Q,Spilimbergo,Via 4 novembre 27
Conuccio,De troia,DETCOU14I32O617C,Pinzano al tagliamento,Localita  Manazzons 1
Carducci,Guadagno,GUUCAA69M11G079Y,Latisana,Via Monte san michele 0
Bonanno,Bertero naranjo,BERBON20V26P448T,Pavia di udine,Via Palmanova 13
Fenelio,Ria de meis,RI FEE35Q34M915G,Martignacco,Via Lavia destra 21
Felippo,Calati,CALFEP28Y15D137W,Savogna d'isonzo,Via I maggio 23
Gentilio,Belgioioso,BELGET48R19S244P,Azzano decimo,Via Dei mari 2
Dionello,Abubakar,ABADII89P31B226Y,Brugnera,Via Dei mille 15
Esterino,Scredi,SCRESI54U16A686N,Pinzano al tagliamento,Via Xx settembre vicolo i 19
Pippo,Cela,CEEPIO21L06I069Y,San dorligo della valle - dolina,Frazione Bagnoli della rosandra 602
Ferrucci,D'agosta,D GFEU59E22J342W,Martignacco,Via S.daniele 88
Evelino,Chiantera,CHAEVV88O39A468Q,Palmanova,Via Da mula 3
Rizieri,Cassano,CAORIE69M10C670I,Buja,Strade Dal luc 25
Erode,Cirielli,CILERE96F34Q914K,San giovanni al natisone,Via Roma 86
Marisio,Mummolo,MUUMAS75R07Y496Z,Lignano sabbiadoro,Via Del canarino 27
Diodato,Licchetta,LIADID84R08Z274Z,Porcia,Via Repolle 6
Alteo,Perrotta,PERALT18D20X965W,Pasian di prato,Via S.ta caterina 69
Adelino,Girasoli,GISADI23R22H342L,Aviano,Via Fanese 5
Remedino,Gilenardi,GIIREI07V07E993E,Gradisca d'isonzo,Via Luzzatto r. 8
Clorindo,Agostini,AGTCLO46W35X769B,Pavia di udine,Via Ss. trinita' 26
Navarino,Savinelli,SAANAN96L11H064S,Montereale valcellina,Via Montenero 48
Iolo,Verma,VEMIOO84D09Z512J,Erto e casso,Via Col de garlanda 55
Gianni,Chiavaroli,CHVGIA77V19A494L,Pordenone,Corso Vittorio emanuele ii 48
Possidio,La spada,LADPOD76J38I887P,Arzene,Via Poscort 1
Ciardino,Cirielli,CIECIA58O29I337M,Sgonico,Frazione Rupinpiccolo/repniãˆ 54
Destino,Falace,FACDEI72X13I959U,Pasian di prato,Via Mentana 10
Jacopo,Matichecchia,MAAJAC56M07I828V,Polcenigo,Localita  Tessere 4
Africano,Vastola,VATAFR08J38C811A,Tavagnacco,Via Bologna 4
Crescentino,Butticci,BUUCRI28N11T605I,Latisana,Via Diciannove maggio 44 0
Redesildo,Ghiretti,GHTREI41S18W003A,Pasian di prato,Via Naroncis 50
Bortolomeo,Salerno,SAABOL31L04I758W,Azzano decimo,Via Corva 50
Bonarino,Cappa,CAPBOA36L30A549J,Palmanova,Vicolo Taglio 10
Rifredo,Memeo,MEERIO36A31S112F,San daniele del friuli,Via G.cichino 34
Parmenio,Zongolo,ZOOPAR43X10K840O,Majano,Via Piave 56
Gerlando,Di napoli,DIAGEA74F25V280G,Tarcento,Via Tighel 21
Porfilio,Maglie,MAIPOL63G35O953A,Fiumicello,Via Xxiv aprile 13
Corino,Ezissi,EZICON94K32G326B,Spilimbergo,Via F. petrarca 5
Almo,Pompucci,POCALM89E07Q463S,Pordenone,Via Nuova di corva 51
Altomiro,Chittani,CHAALO50K36I005A,Casarsa della delizia,Via Braide 20
Ernes,Pesare,PEAERN16Q20P025Q,Remanzacco,Via Foraboschi antonio 20
Levino,Alimovic,ALILEN72L32A272W,Campoformido,Via Adriatica 74
Ottello,Farenga,FAEOTL22E36R607O,Remanzacco,Via Ristori adelaide 3
Europeo,Forleo,FOREUU82Q07D761K,Latisana,Via Adelaide ristori 6
Giovino,Mita,MITGIO68O09U771T,Pagnacco,Via Colugna 8
Berto,Pellegrino,PERBET98S33T914H,Porcia,Via Vespucci a. 3
Bandino,Sciascia,SCIBAA08E27U315Q,Travesio,Via Zancan 86
Ardemaro,Bernabo',BENARD99A03F338Z,Fontanafredda,Via A. malignani 5
Ivanio,Margheriti,MAAIVO85A26H788Q,Cividale del friuli,Viale Liberta' 159
Orneo,Paci,PACORO21T14D412T,Latisana,Piazza Indipendenza 0
Brigido,Sabaratnam,SAABRI86L25S470O,Sesto al reghena,Via Sacile 23
Giovandamiano,Nardo',NAAGIA52J27Y324N,Pinzano al tagliamento,Via Xx settembre 124
Liutprando,Rizzo secondino,RIILIT26O31H982K,Pordenone,Via Codafora 9
Domiziano,Arasula castillo,AR DOO62U26S010B,Majano,Frazione Farla 82
Ermello,Malizia,MAAERR56Z10Z509N,Porpetto,Via Udine 65
Domitillo,Spada,SPADOO07N03B879H,Montereale valcellina,Via Risorgimento 2
Fanuel,Algieri,ALRFAE72F15C133T,Pozzuolo del friuli,Via Luigi petri 13
Grisostomo,Candela,CAEGRM78P17N115S,Martignacco,Via S.daniele 12
Aldiviero,Vitellio,VIEALI04K09P208G,Gemona del friuli,Via San daniele 23
Derno,Pacella coluccia,PAADEO54K30Y876G,Martignacco,Via Delser 27
Carolo,Carone,CAOCAA43D35H864A,Cividale del friuli,Via Giuseppe marioni 26
Giovenale,Lanzafame,LANGIL47V08D743C,Cividale del friuli,Viale Liberta' 4
Argante,Arsieni,ARIARN70I21C458R,Porcia,Via Fleming a. 2
Concetto,Papalato,PAPCOE42M23V231R,Fontanafredda,Via F. baracca 71
Cristiano,De nicolo,DELCRI35Q26E155G,Tarcento,Via Borgobello 27
Edilberto,Fiorillo,FIREDI29C25S948S,Porcia,Via Cartiera 71
Achilla,Sindaco,SIAACH44F32Z822O,Pasiano di pordenone,Via Pontal 9
Palmazio,Abazi,ABBPAI99H06Q444S,Duino-aurisina,Frazione Sistiana 61
Laro,Angele',ANGLAR56M11J675W,Duino-aurisina,Frazione Malchina 31
Cristano,Martorana,MARCRS06R22P860I,Campoformido,Via C.percoto 70
Irmo,De salve,DESIRM30K02W980U,Pagnacco,Via Colugna 49
Odoviglio,Jerdianu,JEDODI08A03Z619M,Lignano sabbiadoro,Via Arco del tramonto 24
Cecchino,Pandorino,PARCEE98Y38L542Y,Muggia,Via Flavia di aquilinia 81
Alamanno,Marrese,MASALN59W37F127T,Pordenone,Via A. marrone 5
Salvatorico,Gaudino,GANSAR02P26O088P,Corno di rosazzo,Via Delle penne nere 9
Ferri,Angelillo,ANLFEE27U03S717O,Martignacco,Via Udine 13
Gerino,Margapoti,MAIGEI80N09J568J,Marano lagunare,Via Buia 12
Duccio,Begum,BEEDUC00H05O374L,Cividale del friuli,Via Gagliano 69
Attilio,Galazzo,GAZATT52W20S779K,Ragogna,Via Patriarca bertrando 27
Manolo,Fallavena,FAVMAO19U35Y632Q,Sesto al reghena,Via Casanova 7
Ferio,Barbuto,BAAFEI49L13Z800R,Cividale del friuli,Via Iv novembre 16
Nizzardo,Bassignana,BANNIA10C27I780Y,Aviano,Via Tezzat 5
Melchiade,Vinciguerra,VIEMEL17U35O213B,Rivignano,Via Jacopo pirona 7
Alfonzo,Alessio,ALEALO77T02A728X,Majano,Frazione Farla 287
Ricordano,Torraco,TOORIO24N07U504V,Aviano,Via Solet 16
Edoardo,Alla,ALLEDD56Y09S089A,Gradisca d'isonzo,Via Cividale 21
Loreto,Pauler,PAELOE83X28Z560J,Savogna d'isonzo,Via Malnisce 12
Millo,Fonda,FONMIO55Z09W039U,Polcenigo,Via Sottomonte 34
Gennarino,Parlangeli,PARGEO05Z00F752R,Gradisca d'isonzo,Viale Trieste 55
Frediano,Quinto calamaya,QUAFRA10P14R219N,Farra d'isonzo,Via Dante alighieri 90
Mariotto,Micioni,MIIMAT03G26J371O,Majano,Frazione Susans 182
Maurelio,Sterlicchio,STTMAL25B22D657Q,Spilimbergo,Via Lovaria 1
Ampellio,Riccardo,RICAMI97A20O238M,Latisana,Via Viola 35
Dumas,Mahala,MAADUA41U20L558Y,Remanzacco,Via Del passaggio a livello 5
Idino,De vito,DEIIDO67G18T667A,Palazzolo dello stella,Via Stella 3
Raffale,Bolognini,BOGRAF83G39X769I,Marano lagunare,Via Leonardo da vinci 2
Italio,Passaseo,PASITL99G18J729S,Tavagnacco,Viale Galileo galilei 56
Eumene,Brucal,BRAEUE24R30R789B,Buja,Via Divisione julia 26
Mentano,Artini,ARTMEO30B28X574I,Meduno,Via Garibaldi giuseppe 40
Giuliano,Selvaggi,SEGGII98Y29D720K,Farra d'isonzo,Via Dei pini 11
Norveglio,Thurairajah,THINOL91Y04O669P,Reana del rojale,Via Celio nanino 1
Rubino,Di dato,DIARUN99O03S942R,Aviano,Via Odorico da pordenone 1
Argentino,Chandran,CHRARR04L31W660I,Gemona del friuli,Via San daniele 4
Archibaldo,Pellicano,PELARL73V18N573Y,Teor,Via Don eugenio zanini 7
Doviglio,Causo,CAODOV57M26V341R,Porcia,Borgo Stefanelli g.g. 8
Orildo,Scorrano,SCCORI79U13P997C,Pozzuolo del friuli,Via Trieste 25
Castrense,Papa,PAACAS69X21L642B,Tarcento,Via Crosis 33
Raggio,Cazacu,CAURAG21C29P272Q,Pradamano,Via Divisione julia 14
Pasquale,Scardigno,SCAPAU16A32H319L,Bagnaria arsa,Via Corridoni 1
Adiuto,Santese,SANADU18X02Y346U,Gradisca d'isonzo,Via King m. l. 17
Oberto,Ponzetta,POAOBO57M32N798Z,Tavagnacco,Via Xxiv maggio 63
Chirico,Kobylarz,KORCHI32X35A364I,Bagnaria arsa,Via Mulino delle tolle 5
Ranuccio,Piccoli,PIIRAI47G31A238S,Gonars,Via Torviscosa 32
Ilarione,Bisci,BIIILA47E34F908B,Porcia,Via Alfieri v. 14
Faldo,Corradi,COAFAO18B12K720G,Pasian di prato,Via Monza 6
Fabrizo,Frau,FRAFAB65C16D624I,Pagnacco,Via Delle betulle 24
Cellino,Marano',MAOCEI99E13K051S,Cividale del friuli,Via Tombe romane 74
Rudi,Amabile,AMBRUI22R35V383M,Rivignano,Via Talmassons 4
Olivo,Feldtkeller,FEROLL89W26H450G,Gemona del friuli,Via De caine 8
Roano,Palacin callejo,PA ROA90G02F753X,Polcenigo,Localita  Grave 2
Severo,Quercia,QUASEE26D29D295L,Pozzuolo del friuli,Via G.galilei 5
Floreano,Frassaniti,FRIFLE30B34V850F,Polcenigo,Localita  Pille 6
Pagano,De lucia,DE PAO98D13Z963C,Porcia,Via Emilia 3
Ostillo,Zenna,ZENOST19A14B173A,Pasiano di pordenone,Via Mantova 16
Donizio,Furnari,FURDOO04Y03O795C,Duino-aurisina,Frazione Ceroglie 1
Nilvano,Piazza,PIANIO76E29Y771Q,Latisana,Via Nicolã’ tommaseo 0
Lisandro,Proto,PRTLIS52Y19C014A,Savogna d'isonzo,Via Gaudenzio tosi 12
Marzio,Necka,NEAMAA92U20P488H,Pasiano di pordenone,Via Villanova 56
Reni,Mallardi,MARREE84H01K435A,Bicinicco,Via Verdi giuseppe 18
Maggiorino,Gebrehiwot,GEHMAG42D28I803U,Brugnera,Via Piantelle 10
Bonafede,Iurlano,IUUBOA83B09I625D,San giorgio della richinvelda,Via Artisti 15
Angelico,Piscino,PIOANE42C21E379L,Latisana,Via Volton 15
Nepomiceno,Giansante,GIINEO31J06F197J,San giorgio di nogaro,Via Zuccola 27
Affortunato,Pennetta,PENAFA21S01M709E,San daniele del friuli,Via Nazionale 41
Redamo,Amoroso,AMOREE35U13K634A,Bagnaria arsa,Via Carletti 1
Nicoletto,Tiene,TINNII59O06H735I,Cividale del friuli,Via Premariacco 110
Guerriero,Pacoda,PADGUR77X01X037Z,Chions,Via Villalta 19
Protaso,Niculita,NIUPRO86L04B063J,Cassacco,Borgo Menut 10
Jorio,Indrizzi,INIJOI26J23Q978F,San daniele del friuli,Via Tagliamento 48
Protaso,Inglese,INGPRS56G25Y642N,Aviano,Via Barizza 4
Offerto,Calcagnile,CAGOFO03F10P068R,Pordenone,Viale Della liberta' 90
Gigetto,Muca,MUUGIT10E33G490W,Tricesimo,Via P. diacono 7
Estero,Martinese,MAEESE51O21P258H,Rivignano,Via Udine 6
Lisetto,Mahalingam,MAALIS79O18P940H,Spilimbergo,Via D. zanin 15
Gilmo,Verderamo,VEMGIL20R24Y456J,Polcenigo,Via Favola 13
Balilla,Panna,PAABAL89E28S402A,Maniago,Via Russoledo 19
Golfiero,Galeoto,GAOGOO48F30W617P,Ragogna,Via Ca' farra 26
Ferruglio,Zilli,ZILFEI15F08D058F,Buja,Via Spiã‰dules 2
Silviero,Lanferdini,LAISIV45U23K798Z,Muggia,Viale Frausin 11
Marsino,Rosianu,ROIMAS90D14B808L,Gonars,Via Monte nero 7
Pietruccio,Matri',MATPIC77J15N416P,Buja,Via Tortona 5
Obed,De francisci,DEIOBE82B34R790Y,Buja,Via Belvedere 31
Cristo,Altamura,ALRCRI50H34G942V,Gemona del friuli,Via Trasaghis 76
Guarniero,Quinto calamaya,QUCGUE29S32X121E,Pordenone,Piazza San marco 6
Laurano,Cerasuolo,CELLAU06S16O963P,San giovanni al natisone,Via Del collio 37
Bastiano,Igginosa,IGNBAT70Z39A499M,Cividale del friuli,Via Sant'elena 12
Amerigo,Salsetti,SAIAMR39Q38D390H,Reana del rojale,Via Cornappo 50
Ermogene,Maietta,MAEERO03Z04E113U,Cividale del friuli,Via Borgo brossana 63
Aronte,Jeyakumar,JEKARR94C33T262K,Romans d'isonzo,Viale Trieste 22
Rosimbo,Ferente,FEEROO18T31C892K,Gonars,Piazza G. cesare 4
Adelasio,Sigona,SIIADI51L08N660R,Castelnovo del friuli,Localita  Paludea 94
Edero,Felice,FEEEDD82O04C451T,Casarsa della delizia,Via 24 maggio 39
Chiaffredo,Graps,GRACHO72U27E510K,Morsano al tagliamento,Via Centro 3
Origene,Abate,ABBORI84N15X665T,Pasian di prato,Via Udine 76
Delfio,Paterlini,PATDEL58V09Y859R,Cordovado,Via G.b.de rubeis 4
Oves,Cannalire,CALOVS85Q39X038K,Meduno,Via Mizzeri 20
Apollonio,Buonerba,BUUAPI85X15N806I,Budoia,Via Cialata 3
Bellisario,Manco,MAOBEE11S21C950H,Reana del rojale,Via Povia 51
Dalmata,Cecinati,CENDAT87Z06A140G,Lignano sabbiadoro,Via Arco dell'erica 1
Genzino,Sartori,SAAGEN40L28F217X,Clauzetto,Via Della val cosa 36
Cristian,Galuppo,GAUCRS01X07Y672K,Fontanafredda,Via Sdornal 4
Nivio,Gargiulo,GARNII43Z27Z940X,Gonars,Via P. zorutti 23
Brando,Cisotta,CIIBRD39T07R878E,Spilimbergo,Via Tauriano 7
Mirano,Contaldo,COAMIN07R00P352V,Pasian di prato,Via Bonavilla 24
Riccieri,Pitardi,PIRRIE44Q34X851Y,Cividale del friuli,Via Manzano 62
Otteo,Donnini,DOIOTT26Z06A417B,Lignano sabbiadoro,Viale Venezia 78
Leonide,D'amble',D ALEE87N24R293R,Medea,Via Xxiv maggio 20
Orino,Maldera,MAAORO81Y13G645R,Pagnacco,Via Dei platani 14
Dirceo,Civino,CIIDIR33G11Q546F,Tavagnacco,Via San francesco 35
Fabbrizio,Chiurazzi,CHZFAB33W22L778G,Cividale del friuli,Via San giacomo 6
Reulo,Florea,FLRREL76R38E304C,Porcia,Via Ceolini 4
Roldo,Solido,SOOROD12S30T664S,Fontanafredda,Via G. oberdan 35
Nilvio,Molino,MOLNIV28O28K858Q,Gradisca d'isonzo,Via Garibaldi g. 51
Opaldo,Berretta,BEROPA07N30J665D,Pagnacco,Via Iv novembre 4
Primilio,Gozie,GOEPRI51Y14B356X,Cividale del friuli,Via Grupignano 29
Rami,Bartomeoli,BAORAI89A08H525D,Brugnera,Via Prata 25
Elfo,Al haddy,ALDELO86K22S203B,Remanzacco,Strada Statale 54 del friuli 31
Ivio,Palma,PAMIVV88Q11B157R,Precenicco,Via Lignano 42
Isocrate,Mazzone,MAZISR51G30G325F,Pavia di udine,Via Della stazione 33
Ezechielle,Avella,AVLEZZ54J30U529C,Gemona del friuli,Via Sofia pecol 2
Alderigi,Fusaro,FURALD20H19O968A,Frisanco,Localita  Pra della zorza 10
Antoniuccio,Milillo,MILANN62U21O995D,Sequals,Via Del prato 11
Ambrosio,Pulito,PULAMO20F25X048F,Pordenone,Viale G. marconi 67
Goito,Vissicchio,VISGOI30U23C852M,Pordenone,Via R. selvatico 1
Nazzarino,Allegro,ALLNAZ07D21N085L,Pasian di prato,Via Spilimbergo 28
Giusto,Cino,CIIGII43W00Z556V,Palazzolo dello stella,Via Nazionale 12
Roselino,D'armento,D NROS09V08M964W,Buja,Via Cjatont 6
Demetrio,Capodicasa,CACDEE63G35C867A,Travesio,Piazza Xxiv maggio 1
Chicco,Falangone,FAGCHI10O28E878U,Clauzetto,Via Pradis di sopra 66
Azzo,Grottoli,GROAZZ19C13C946T,Remanzacco,Casali Molino cainero 39
Pelio,Moscagiuli,MOGPEI55D02H659F,Pozzuolo del friuli,Via Lestizza 7
Gavino,De rito,DETGAO93B07S632P,Tramonti di sopra,Via Venezia 5
Algero,Ferrarese,FEEALR36S25N027L,Latisana,Via Braccio di volta 26
Ico,Magnolo,MAGICC08N12L616X,Pasian di prato,Via Gemona 58
Marisio,Mastropasqua,MAQMAA03G28G869R,Lignano sabbiadoro,Viale Europa 53
Arnolfo,Bizzotto,BIOARR94Q11J183N,Martignacco,Via Spilimbergo 111
Porzio,Barile,BARPOO58Z27P795Y,Cassacco,Via Divisione julia 24
Bettino,De bartolomeis,DEOBEO94F26Q743P,Cervignano del friuli,Via San zenone 5
Alpidio,Caputo,CAAALD89F34K407S,Brugnera,Via Giolitti 7
Rondello,Vadacca,VAAROD65R37U658P,Pavia di udine,Via Lumignacco 2
Lazzarino,Quarta colosso,QU LAA98F27R144U,Aviano,Via Sacile 40
Riguccio,Parlati,PARRII62D21W885M,Morsano al tagliamento,Via Del molino 14
Fiorenzino,Stajano,STNFIE59P10N881G,Lignano sabbiadoro,Viale Del commercio 44
Cesare,Caravaggio,CAICEA50I27P316G,Martignacco,Via Delser 28
Corsino,Abbagnato,ABACOS93X18G021P,Gradisca d'isonzo,Via Della campagnola 2
Ruben,Manni,MANRUE33D24U644Y,Palazzolo dello stella,Piazza Luigi bini 9
Asclepio,Manisco,MAOASC95T15S787O,Palmanova,Via Dei boschi 22
Santo,D'ippolito,D TSAO52I30V083F,Reana del rojale,Via Del santuario 15
Marcolino,Mandurino,MAOMAA24R20O469Y,Muzzana del turgnano,Via Levada ii tr. 12
Rosalbo,Nielli,NIIROB51N07H663T,Cervignano del friuli,Via Enrico toti 8
Mondiale,Carofalo,CAAMOL36M31Q242B,Pordenone,Via Oslavia 28
Oriando,Secli',SEIORO33A20N881B,Artegna,Via Villa 54
Amodeo,De venere,DENAMO02W08D468C,Savogna d'isonzo,Via Malnisce 6
Ernando,Galati,GAAERN31L14U104O,Pasiano di pordenone,Via Santa maria 11
Cristanziano,Andriulo,ANNCRO00T07V114E,Duino-aurisina,Frazione Aurisina cave 27
Abdon,De fortunatis,DE ABD81V31L430B,Pordenone,Via Vallona 78
Falaride,Ientile,IETFAI95P34C489N,Pordenone,Viale Venezia 115
Richelmo,Zellino,ZEORIC17M03J974O,Gonars,Via Roma 51
Calvo,D'urbano,D OCAO19I03G202M,Campoformido,Via Julia 7
Finaldo,Lia,LIAFIA60B17M224Z,Chions,Via Julia 4
Alghisio,Giammaruco,GICALG10Y02M678Q,Tricesimo,Via Tagliamento 22
Eumene,Chiappetta,CHTEUM38X21F956F,Martignacco,Via Pietro martini 47
Anrico,Pipitone,PIOANN58R03Z069R,Pordenone,Via Portogruaro 16
Eriano,Pranzo zaccaria,PRCERO70J29F178Y,Tavagnacco,Via Centrale 70
Ormano,Grammenou,GROORA60U02R457Z,Muggia,Via Di zaule 19
